date,area,fuel_type,total_energy_produced,day_peak,evening_peak,Demand,Supply,total_fuel_cost,apparent_temperature_mean (°C),total_fuel_quantity,district,fuel,temperature_class,season
2021-11-30,Khulna,HFO,173272592,470,522,30397,30397,217437344,24.96896552,3507053.935,6,2,2,fall
2021-11-30,Cumilla,Gas,739103667,1292,1357,22603,22603,725011486.9,24.36896552,5754059420,3,0,2,fall
2021-11-30,Barisal,Gas,314605518,448,553,7099,7099,87389056.93,25.24137931,693563943.9,7,0,2,fall
2021-11-30,Khulna,Gas,168722304,470,522,24210,24210,158119819.2,25.61304348,1254919200,6,0,2,fall
2021-11-30,Dhaka,Gas,897980279,1576,1692,101419,101419,874155719.4,24.20689655,6937743805,1,0,2,fall
2021-11-30,Rangpur,Coal,75730930,217,312,16738,16738,351362985.3,22.45172414,30376327.94,9,1,1,winter
2021-11-30,Rangpur,Solar,75730930,217,312,16738,16738,10518041.95,22.45172414,751288.7107,9,5,1,winter
2021-11-30,Rangpur,HSD,2299111,88,173,572,572,450450,21.6,5630.625,9,3,1,winter
2021-11-30,Mymensingh,Solar,163157490,335,394,20483,20483,5700941,23.95862069,407210.0714,4,5,2,fall
2021-11-30,Rangpur,HFO,75730930,217,312,16738,16738,125879065,22.45172414,2030307.501,9,2,1,winter
2021-11-30,Rajshahi,HFO,407675027,630,862,25097,25097,582240909.2,23.90689655,9390982.406,8,2,2,fall
2021-12-31,Chattogram,HFO,393597125,853,981,31377,31377,2745918849,21.36129032,44289013.69,2,2,1,winter
2021-12-31,Mymensingh,HFO,165522957,297,374,21698,21698,580867282.1,19.79032258,9368827.13,4,2,1,winter
2021-12-31,Rajshahi,HSD,67525898,898,1105,3576,3576,27000908.55,19.175,337511.3569,8,3,1,winter
2021-12-31,Chattogram,Solar,393597125,853,981,31377,31377,37241183.7,21.36129032,2660084.55,2,5,1,winter
2021-12-31,Rangpur,Solar,200748291,495,458,18509,18509,10020869.3,18.68387097,715776.3786,9,5,1,winter
2021-12-31,Dhaka,Gas,744699957,1283,1500,97540,97540,682335842.8,20.08387097,5415363832,1,0,1,winter
2021-12-31,Mymensingh,Solar,165522957,297,374,21698,21698,4865971.92,19.79032258,347569.4229,4,5,1,winter
2021-12-31,Barisal,Coal,351004582,490,750,7582,7582,1196610396,20.81290323,103450367.1,7,1,1,winter
2021-12-31,Rangpur,HSD,18021148,317,336,1815,1815,4541040,16.93333333,56763,9,3,1,winter
2021-12-31,Cumilla,HSD,118722193,1081,1156,3721,3721,4360003.2,19.8,54500.04,3,3,1,winter
2021-12-31,Khulna,HSD,31316898,430,436,7473,7473,21212150.4,19.95714286,265151.88,6,3,1,winter
2021-12-31,Khulna,Gas,152114130,430,568,21894,21894,139297233.6,19.34285714,1105533600,6,0,1,winter
2021-12-31,Rangpur,HFO,200748291,495,458,18509,18509,341091382,18.68387097,5501473.903,9,2,1,winter
2021-12-31,Khulna,HFO,163688975,430,568,32110,32110,310781648.7,20.22580645,5012607.238,6,2,1,winter
2021-12-31,Rajshahi,Gas/HSD,406701598,898,1105,27026,27026,255944647.5,19.57096774,2843829.417,8,4,1,winter
2021-12-31,Mymensingh,Gas,165522957,297,374,21698,21698,94604236.8,19.79032258,750827276.2,4,0,1,winter
2021-12-31,Cumilla,Gas,628412543,1081,1308,22534,22534,604392322.5,20.19677419,4796764464,3,0,1,winter
2021-12-31,Sylhet,Gas,429400877,969,999,10215,10215,648636859.8,18.68387097,5147911586,5,0,1,winter
2021-12-31,Dhaka,HFO,744699957,1283,1500,97540,97540,1142867841,20.08387097,18433352.28,1,2,1,winter
2021-12-31,Rajshahi,Gas,406701598,898,1105,27026,27026,34406299.23,19.57096774,273065866.9,8,0,1,winter
2021-12-31,Barisal,Gas,351004582,490,750,7582,7582,99129203.59,20.81290323,786739711,7,0,1,winter
2021-12-31,Chattogram,Gas,393597125,853,981,31377,31377,97079597.25,21.36129032,770472994,2,0,1,winter
2021-12-31,Dhaka,HSD,135431676,1053,1423,19208,19208,42966838.64,19.46666667,537085.483,1,3,1,winter
2021-12-31,Rajshahi,HFO,406701598,898,1105,27026,27026,1120065654,19.57096774,18065575.07,8,2,1,winter
2021-12-31,Cumilla,HFO,628412543,1081,1308,22534,22534,572300807.4,20.19677419,9230658.183,3,2,1,winter
2021-12-31,Rangpur,Coal,200748291,495,458,18509,18509,869867813.5,18.68387097,75202542.88,9,1,1,winter
2021-12-31,Barisal,HFO,18493991,385,177,499,499,269844.48,16.6,4352.330323,7,2,1,winter
2022-01-31,Khulna,HFO,54366198,165,254,33444,33444,507760656.5,18.36451613,8462677.608,6,2,1,winter
2022-01-31,Rangpur,HFO,223027601,317,327,20176,20176,555380693.5,16.22903226,9256344.892,9,2,1,winter
2022-01-31,Mymensingh,Solar,219018509,404,403,25544,25544,4696721,17.73548387,293545.0625,4,5,1,winter
2022-01-31,Dhaka,HSD,498394406,1138,1151,86326.5,86326.5,393829250.3,18.172,4922865.629,1,3,1,winter
2022-01-31,Rangpur,Coal,223027601,317,327,20176,20176,816053086,16.22903226,43202556.3,9,1,1,winter
2022-01-31,Cumilla,HSD,521677290,1311,1461,16901,16901,87784663.68,18.70454545,1097308.296,3,3,1,winter
2022-01-31,Rajshahi,Gas,466930749,868,1106,29715,29715,32549008.08,17.19032258,258325460.9,8,0,1,winter
2022-01-31,Mymensingh,HFO,219018509,404,403,25544,25544,1061069760,17.73548387,17684496,4,2,1,winter
2022-01-31,Cumilla,Gas,728596839,1311,1461,23552,23552,658183979.1,18.49677419,5223682374,3,0,1,winter
2022-01-31,Rangpur,Solar,223027601,317,327,20176,20176,9123145.2,16.22903226,570196.575,9,5,1,winter
2022-01-31,Chattogram,Gas,435606029,835,980,31401,31401,73677769.3,19.48064516,584744200.8,2,0,1,winter
2022-01-31,Dhaka,Gas,605788260,1138,1151,104931.5,104931.5,370553095.4,17.98709677,2940897583,1,0,1,winter
2022-01-31,Rajshahi,HFO,466930749,868,1106,29715,29715,1911500664,17.19032258,31858344.4,8,2,1,winter
2022-01-31,Rajshahi,HSD,320338065,868,1106,20646,20646,126186354.6,17.36190476,1577329.433,8,3,1,winter
2022-01-31,Sylhet,Gas,614249399,995,983,10393,10393,820513907.4,16.22903226,6512015138,5,0,1,winter
2022-01-31,Mymensingh,Gas,219018509,404,403,25544,25544,52071714.54,17.73548387,413267575.7,4,0,1,winter
2022-01-31,Dhaka,HFO,605788260,1138,1151,104931.5,104931.5,2502869280,17.98709677,41714487.99,1,2,1,winter
2022-01-31,Barisal,Gas,344580540,440,618,7547,7547,107351966.6,19.01290323,851999735.2,7,0,1,winter
2022-01-31,Barisal,HFO,9972242,135,312,481,481,2633794.56,19.65,43896.576,7,2,1,winter
2022-01-31,Barisal,Coal,344580540,440,618,7547,7547,1128461792,19.01290323,59741743.45,7,1,1,winter
2022-01-31,Cumilla,HFO,728596839,1311,1461,23552,23552,745839406.7,18.49677419,12430656.78,3,2,1,winter
2022-01-31,Chattogram,Solar,435606029,835,980,31401,31401,37036024.2,19.48064516,2314751.513,2,5,1,winter
2022-01-31,Rangpur,HSD,21992290,317,327,1902,1902,2250090,16.96666667,28126.125,9,3,1,winter
2022-01-31,Khulna,HSD,48075830,165,254,27206,27206,96589584,18.408,1207369.8,6,3,1,winter
2022-01-31,Chattogram,HFO,435606029,835,980,31401,31401,3257637484,19.48064516,54293958.06,2,2,1,winter
2022-01-31,Rajshahi,Gas/HSD,466930749,868,1106,29715,29715,225595212.5,17.19032258,2374686.447,8,4,1,winter
2022-02-28,Rangpur,HSD,6844289,318,328,712,712,519750,16.6,6496.875,9,3,1,winter
2022-02-28,Khulna,HFO,80485394,415,493,29349.8,29349.8,479940175.5,20.24074074,7999002.926,6,2,1,winter
2022-02-28,Chattogram,Gas,347526510,788,953,27461.73,27461.73,57435605.28,19.44814815,455838137.1,2,0,1,winter
2022-02-28,Rajshahi,Gas,321838235,746,918,26399.2,26399.2,28657868.92,18.26296296,227443404.1,8,0,1,winter
2022-02-28,Mymensingh,Solar,196853438,477,470,22669,22669,5020303,17.76666667,313768.9375,4,5,1,winter
2022-02-28,Barisal,HFO,6039290,152,168,244,244,3417093.12,25.3,56951.552,7,2,2,fall
2022-02-28,Chattogram,HFO,347526510,788,953,27461.73,27461.73,2548037067,19.44814815,42467284.44,2,2,1,winter
2022-02-28,Khulna,HSD,63891698,415,493,22353.6,22353.6,33237540,20.36,415469.25,6,3,1,winter
2022-02-28,Rajshahi,HSD,176339571,723,918,14971.8,14971.8,15738111.27,18.74666667,196726.3909,8,3,1,winter
2022-02-28,Barisal,Gas,333266788,619,758,6454,6454,124991389.3,20.57777778,991995152.9,7,0,1,winter
2022-02-28,Chattogram,Solar,347526510,788,953,27461.73,27461.73,41192871.3,19.44814815,2574554.456,2,5,1,winter
2022-02-28,Rajshahi,Gas/HSD,286841770,746,918,21330.2,21330.2,139893485.5,17.31818182,1472563.005,8,4,1,winter
2022-02-28,Dhaka,HFO,603577022,1331,1623,89830.34,89830.34,1692933335,18.84074074,28215555.58,1,2,1,winter
2022-02-28,Cumilla,HFO,674646795,1291,1361,20053.46,20053.46,690463559.8,19.38148148,11507726,3,2,1,winter
2022-02-28,Mymensingh,Gas,196853438,477,470,22669,22669,73011621.28,17.76666667,579457311.7,4,0,1,winter
2022-02-28,Sylhet,Gas,599861747,1033,1055,9015,9015,771361126,16.50740741,6121913698,5,0,1,winter
2022-02-28,Cumilla,Gas,674646795,1291,1361,20053.46,20053.46,583321139.6,19.38148148,4629532854,3,0,1,winter
2022-02-28,Barisal,Coal,333266788,619,758,6454,6454,1015659425,20.57777778,53769888.56,7,1,1,winter
2022-02-28,Rajshahi,HFO,321838235,746,918,26399.2,26399.2,1493013891,18.26296296,24883564.85,8,2,1,winter
2022-02-28,Dhaka,HSD,525203892,1331,1623,78950.59,78950.59,104194993.8,18.66956522,1302437.422,1,3,1,winter
2022-02-28,Rangpur,Coal,180653738,319,328,17718,17718,714199519.4,16.50740741,37810340.38,9,1,1,winter
2022-02-28,Cumilla,HSD,73723328,1215,1272,2362,2362,2060795.52,22.2,25759.944,3,3,1,winter
2022-02-28,Rangpur,HFO,180653738,319,328,17718,17718,372667838.6,16.50740741,6211130.643,9,2,1,winter
2022-02-28,Mymensingh,HFO,196853438,477,470,22669,22669,797183616,17.76666667,13286393.6,4,2,1,winter
2022-02-28,Rangpur,Solar,180653738,319,328,17718,17718,9931198.55,16.50740741,620699.9094,9,5,1,winter
2022-02-28,Khulna,Gas,44314416,415,493,6485,6485,34072920,24.43333333,270420000,6,0,2,fall
2022-02-28,Dhaka,Gas,603577022,1331,1623,89830.34,89830.34,460392516.3,18.84074074,3653908859,1,0,1,winter
2022-03-31,Dhaka,HSD,1002736058,1788,1975,123079.49,123079.49,635753505.2,27.6862069,7946918.815,1,3,2,fall
2022-03-31,Cumilla,Gas,890489272,1501,1703,30983.5,30983.5,690447807.8,27.78064516,5479744506,3,0,2,fall
2022-03-31,Khulna,HSD,333424865,633,822,38620.6,38620.6,918829874.5,29.12857143,11485373.43,6,3,2,fall
2022-03-31,Mymensingh,Gas,283830500,486,496,30886.1,30886.1,93311164,26.36774194,740564793.7,4,0,2,fall
2022-03-31,Chattogram,Gas,696579998,1086,1236,37932.53,37932.53,154021169.8,27.26451613,1222390236,2,0,2,fall
2022-03-31,Rangpur,Coal,255336343,406,420,24287,24287,1046770180,26.37741935,55416918.84,9,1,2,fall
2022-03-31,Khulna,HFO,363402049,633,822,42099.6,42099.6,838142243.3,28.73870968,13969037.39,6,2,2,fall
2022-03-31,Cumilla,HFO,890489272,1501,1703,30983.5,30983.5,1407611293,27.78064516,23460188.22,3,2,2,fall
2022-03-31,Dhaka,HFO,1060475818,1788,1975,129996.49,129996.49,2375303695,27.59032258,39588394.91,1,2,2,fall
2022-03-31,Sylhet,Gas,572232553,1033,1075,12950,12950,695058005.6,26.37741935,5516333378,5,0,2,fall
2022-03-31,Barisal,Coal,422340948,593,778,10568.3,10568.3,1542196464,28.73225806,81645214.89,7,1,2,fall
2022-03-31,Rangpur,HSD,126675689,396,420,11906,11906,20576196,27.58,257202.45,9,3,2,fall
2022-03-31,Dhaka,Gas,1060475818,1788,1975,129996.49,129996.49,843447961.1,27.59032258,6694031438,1,0,2,fall
2022-03-31,Cumilla,HSD,694173481,1501,1703,23824.5,23824.5,269147733.1,27.95,3364346.664,3,3,2,fall
2022-03-31,Mymensingh,HFO,283830500,486,496,30886.1,30886.1,1266224640,26.36774194,21103744,4,2,2,fall
2022-03-31,Rajshahi,HSD,279653727,928,1184,27981.8,27981.8,209485192.1,28.07272727,2618564.902,8,3,2,fall
2022-03-31,Rajshahi,HFO,378711779,928,1184,39224.4,39224.4,2160229632,28.03548387,36003827.2,8,2,2,fall
2022-03-31,Barisal,Gas,422340948,593,778,10568.3,10568.3,83801746.9,28.73225806,665093229.4,7,0,2,fall
2022-03-31,Barisal,HFO,211750971,593,778,5837.3,5837.3,37610823.68,31.62142857,626847.0613,7,2,0,summer
2022-03-31,Khulna,Gas,363402049,633,822,42099.6,42099.6,227592590.4,28.73870968,1806290400,6,0,2,fall
2022-03-31,Rajshahi,Gas/HSD,230732116,928,1184,19599.4,19599.4,103432100.3,31.20714286,1088758.951,8,4,0,summer
2022-03-31,Rajshahi,Gas,378711779,928,1184,39224.4,39224.4,37702360.32,28.03548387,299225081.9,8,0,2,fall
2022-03-31,Rangpur,HFO,255336343,406,420,24287,24287,502129462.8,26.37741935,8368824.38,9,2,2,fall
2022-03-31,Chattogram,HFO,696579998,1086,1236,37932.53,37932.53,5018602022,27.26451613,83643367.04,2,2,2,fall
2022-03-31,Chattogram,Solar,696579998,1086,1236,37932.53,37932.53,45703224,27.26451613,2856451.5,2,5,2,fall
2022-03-31,Rangpur,Solar,255336343,406,420,24287,24287,13482922.7,26.37741935,842682.6688,9,5,2,fall
2022-03-31,Mymensingh,Solar,283830500,486,496,30886.1,30886.1,6725086,26.36774194,420317.875,4,5,2,fall
2022-04-30,Barisal,HFO,520035990,1065,1252,12028.8,12028.8,218343497.6,33.6,3639058.293,7,2,0,summer
2022-04-30,Rajshahi,HFO,629561822,859,1164,43536.6,42916.6,2125557803,33.82333333,35425963.38,8,2,0,summer
2022-04-30,Dhaka,HFO,1224443313,2339,2633,141648.17,141390.17,3075818013,32.82666667,51263633.55,1,2,0,summer
2022-04-30,Rajshahi,Gas,629561822,859,1164,43536.6,42916.6,31394566.04,33.82333333,249163222.6,8,0,0,summer
2022-04-30,Barisal,Gas,520035990,1065,1252,12028.8,12028.8,95386576.46,33.6,757036321.1,7,0,0,summer
2022-04-30,Cumilla,HFO,737860235,1303,1458,38135,38003,1357733155,32.68,22628885.91,3,2,0,summer
2022-04-30,Mymensingh,Solar,228719720,407,487,30531.5,29675.5,5191658,30.83666667,324478.625,4,5,0,summer
2022-04-30,Chattogram,Solar,666556573,1066,1242,39342.59,39277.59,40940893.35,32.42,2558805.834,2,5,0,summer
2022-04-30,Barisal,Coal,520035990,1065,1252,12028.8,12028.8,1848331797,33.6,97852284.24,7,1,0,summer
2022-04-30,Rangpur,HSD,181779174,439,488,15122,14941,58587840,28.925,732348,9,3,2,fall
2022-04-30,Dhaka,Gas,1224443313,2339,2633,141648.17,141390.17,918805325.3,32.82666667,7292105756,1,0,0,summer
2022-04-30,Chattogram,HFO,666556573,1066,1242,39342.59,39277.59,4993194323,32.42,83219905.39,2,2,0,summer
2022-04-30,Cumilla,HSD,630977833,1303,1458,32550,32418,599871121.9,32.936,7498389.024,3,3,0,summer
2022-04-30,Rangpur,HFO,252652558,439,488,22340,22159,475534693.4,29.05666667,7925578.224,9,2,2,fall
2022-04-30,Mymensingh,HFO,228719720,407,487,30531.5,29675.5,1022387328,30.83666667,17039788.8,4,2,0,summer
2022-04-30,Rajshahi,HSD,542394212,859,1164,35566,34946,472938334.5,33.9,5911729.181,8,3,0,summer
2022-04-30,Sylhet,Gas,678194316,1111,1140,15199,15169,875926258.7,29.05666667,6951795704,5,0,2,fall
2022-04-30,Rangpur,Solar,252652558,439,488,22340,22159,10822823.05,29.05666667,676426.4406,9,5,2,fall
2022-04-30,Khulna,Gas,422182044,684,1040,50118.64,49625.64,185604942.6,34.00666667,1473055100,6,0,0,summer
2022-04-30,Rangpur,Coal,252652558,439,488,22340,22159,1053249561,29.05666667,55759942.89,9,1,2,fall
2022-04-30,Rajshahi,Gas/HSD,629561822,859,1164,43536.6,42916.6,343619990,33.82333333,3617052.526,8,4,0,summer
2022-04-30,Dhaka,HSD,1146416917,2339,2633,134552.86,134294.86,819269667,32.94285714,10240870.84,1,3,0,summer
2022-04-30,Cumilla,Gas,737860235,1303,1458,38135,38003,534421682.4,32.68,4241441924,3,0,0,summer
2022-04-30,Khulna,HFO,422182044,684,1040,50118.64,49625.64,1289457078,34.00666667,21490951.3,6,2,0,summer
2022-04-30,Mymensingh,Gas,228719720,407,487,30531.5,29675.5,80589277.2,30.83666667,639597438.1,4,0,0,summer
2022-04-30,Khulna,HSD,422182044,684,1040,50118.64,49625.64,1609755230,34.00666667,20121940.38,6,3,0,summer
2022-04-30,Chattogram,Gas,666556573,1066,1242,39342.59,39277.59,103727969.7,32.42,823237854.8,2,0,0,summer
2022-05-31,Rangpur,HFO,207962005,373,400,23897,23897,778405357.4,30.76129032,12973422.62,9,2,0,summer
2022-05-31,Cumilla,HSD,339133020,962,1287,19410,19410,200760026.9,33.275,2509500.336,3,3,0,summer
2022-05-31,Chattogram,Gas,589343410,1009,1288,39590.64,39590.64,141908539.8,32.40645161,1126258253,2,0,0,summer
2022-05-31,Khulna,Solar,162715106,662,801,19528.76,19528.76,90579060,34.80769231,5661191.25,6,5,0,summer
2022-05-31,Rangpur,HSD,45711442,373,400,4888,4888,5116880,31.73333333,63961,9,3,0,summer
2022-05-31,Chattogram,HFO,589343410,1009,1288,39590.64,39590.64,5181311825,32.40645161,86355197.08,2,2,0,summer
2022-05-31,Mymensingh,Gas,265280160,510,523,29413,29413,109839388.8,31.36451613,871741181,4,0,0,summer
2022-05-31,Dhaka,HSD,763268583,2316,2688,76868.83,76868.83,417008092,33.60625,5212601.15,1,3,0,summer
2022-05-31,Dhaka,Gas,1380986892,2316,2688,129134.08,129134.08,1111996528,32.76774194,8825369272,1,0,0,summer
2022-05-31,Mymensingh,HFO,265280160,510,523,29413,29413,1599539318,31.36451613,26658988.64,4,2,0,summer
2022-05-31,Rajshahi,HSD,211910147,764,1167,16047.3,16047.3,121327521.2,34.44166667,1516594.015,8,3,0,summer
2022-05-31,Barisal,Gas,726271619,990,1235,11453,11453,96416356.67,33.55483871,765209179.9,7,0,0,summer
2022-05-31,Barisal,HFO,690511637,990,1235,10867.5,10867.5,203781713.3,33.73448276,3396361.888,7,2,0,summer
2022-05-31,Rangpur,Solar,207962005,373,400,23897,23897,14850117.1,30.76129032,928132.3188,9,5,0,summer
2022-05-31,Rajshahi,Gas/HSD,442623373,764,1167,36971.1,36971.1,253699190.9,33.42333333,2670517.799,8,4,0,summer
2022-05-31,Cumilla,HFO,631981814,962,1287,36368,36368,1366984702,32.61290323,22783078.36,3,2,0,summer
2022-05-31,Rangpur,Coal,207962005,373,400,23897,23897,745357948,30.76129032,39459894.54,9,1,0,summer
2022-05-31,Chattogram,Solar,589343410,1009,1288,39590.64,39590.64,35200635.75,32.40645161,2200039.734,2,5,0,summer
2022-05-31,Dhaka,HFO,1380986892,2316,2688,129134.08,129134.08,4228664698,32.76774194,70477744.96,1,2,0,summer
2022-05-31,Khulna,HSD,176002009,662,851,22541.16,22541.16,140802240,34.72857143,1760028,6,3,0,summer
2022-05-31,Khulna,HFO,306856385,662,851,46541.76,46541.76,1358764474,33.82580645,22646074.56,6,2,0,summer
2022-05-31,Khulna,Gas,306596705,662,851,45173.56,45173.56,189698987.5,33.94333333,1505547520,6,0,0,summer
2022-05-31,Rajshahi,HFO,445482377,764,1167,38013.7,38013.7,1827018154,33.29032258,30450302.57,8,2,0,summer
2022-05-31,Mymensingh,Solar,265280160,510,523,29413,29413,61949184,31.36451613,3871824,4,5,0,summer
2022-05-31,Rajshahi,Gas,442623373,764,1167,36971.1,36971.1,28863984.15,33.42333333,229079239.3,8,0,0,summer
2022-05-31,Cumilla,Gas,631981814,962,1287,36368,36368,524682999.9,32.61290323,4164150793,3,0,0,summer
2022-05-31,Sylhet,Gas,765188166,1334,1354,14148,14148,925027737.5,30.76129032,7341489980,5,0,0,summer
2022-05-31,Barisal,Coal,726271619,990,1235,11453,11453,4059176037,33.55483871,214896290.8,7,1,0,summer
2022-05-31,Rajshahi,Solar,212351081,764,1167,16035.1,16035.1,4338289.8,33.91538462,271143.1125,8,5,0,summer
2022-06-30,Mymensingh,Solar,282249850,558,557,28336,28336,84872522.4,31.93448276,5304532.65,4,5,0,summer
2022-06-30,Sylhet,Gas,736976353,1224,1286,12525,12525,811266214,32.15517241,6438620746,5,0,0,summer
2022-06-30,Barisal,Gas,598520882,1085,1303,10895.5,10895.5,97448557.6,33.18275862,773401250.8,7,0,0,summer
2022-06-30,Khulna,HSD,428092630,880,1024,38407.4,38407.4,2405363927,34.275,30067049.09,6,3,0,summer
2022-06-30,Barisal,Coal,598520882,1085,1303,10895.5,10895.5,4497221667,33.18275862,238086805.4,7,1,0,summer
2022-06-30,Khulna,Solar,475590265,880,1024,46073.8,46073.8,152510644.8,33.98965517,9531915.3,6,5,0,summer
2022-06-30,Mymensingh,Gas,282249850,558,557,28336,28336,95049744,31.93448276,754363047.6,4,0,0,summer
2022-06-30,Rangpur,Solar,206326042,357,453,21612,21612,8233078.75,32.15185185,514567.4219,9,5,0,summer
2022-06-30,Mymensingh,HFO,282249850,558,557,28336,28336,2477750784,31.93448276,41295846.4,4,2,0,summer
2022-06-30,Rajshahi,Gas/HSD,465698251,716,1108,38478.9,38478.9,242761094.7,34.34482759,2555379.945,8,4,0,summer
2022-06-30,Cumilla,Gas,756387255,1353,1529,33216.5,33216.5,711992602.3,31.97241379,5650734939,3,0,0,summer
2022-06-30,Dhaka,Solar,450992913,2673,2696,37723.35,37723.35,15915308.75,32.95,994706.7969,1,5,0,summer
2022-06-30,Barisal,HFO,598520882,1085,1303,10895.5,10895.5,231015112.2,33.18275862,3850251.87,7,2,0,summer
2022-06-30,Rangpur,Coal,223199046,401,463,23150,23150,681643863.6,32.15517241,36086815.8,9,1,0,summer
2022-06-30,Dhaka,HFO,1517621429,2673,2696,134026.96,134026.96,6748804872,32.86551724,112480081.2,1,2,0,summer
2022-06-30,Cumilla,HFO,756387255,1353,1529,33216.5,33216.5,1708432462,31.97241379,28473874.37,3,2,0,summer
2022-06-30,Chattogram,Gas,687379046,1198,1314,37188.56,37188.56,189784379.5,31.10344828,1506225234,2,0,0,summer
2022-06-30,Rajshahi,Gas,465698251,716,1108,38478.9,38478.9,36094536.04,34.34482759,286464571.8,8,0,0,summer
2022-06-30,Khulna,HFO,475590265,880,1024,46073.8,46073.8,1867587234,33.98965517,31126453.9,6,2,0,summer
2022-06-30,Dhaka,HSD,1322734243,2673,2696,118001.65,118001.65,803118484.4,33.104,10038981.05,1,3,0,summer
2022-06-30,Rajshahi,HFO,465698251,716,1108,38478.9,38478.9,2360460346,34.34482759,39341005.77,8,2,0,summer
2022-06-30,Chattogram,Solar,687379046,1198,1314,37188.56,37188.56,30406216.05,31.10344828,1900388.503,2,5,0,summer
2022-06-30,Rangpur,HFO,223199046,401,463,23150,23150,1305205184,32.15517241,21753419.74,9,2,0,summer
2022-06-30,Rangpur,HSD,65670470,401,463,6098,6098,19467920,31.85,243349,9,3,0,summer
2022-06-30,Rajshahi,HSD,353141636,716,1108,28126.8,28126.8,409706449.7,34.61904762,5121330.622,8,3,0,summer
2022-06-30,Chattogram,HFO,687379046,1198,1314,37188.56,37188.56,6987614568,31.10344828,116460242.8,2,2,0,summer
2022-06-30,Dhaka,Gas,1517621429,2673,2696,134026.96,134026.96,1102804439,32.86551724,8752416184,1,0,0,summer
2022-06-30,Cumilla,HSD,587717294,1353,1529,26857.5,26857.5,553098516.5,32.46956522,6913731.456,3,3,0,summer
2022-06-30,Khulna,Gas,475590265,880,1024,46073.8,46073.8,199517230.1,33.98965517,1583470080,6,0,0,summer
2022-06-30,Rajshahi,Solar,465698251,716,1108,38478.9,38478.9,8189616.24,34.34482759,511851.015,8,5,0,summer
2022-07-31,Chattogram,Solar,676224176,1124,1359,37854.96882,36528.79,36551532.15,33.3,2284470.759,2,5,0,summer
2022-07-31,Dhaka,HSD,490340571,2160,2131,53539.99,51738.99,352517672.5,34.03333333,4406470.907,1,3,0,summer
2022-07-31,Rangpur,Solar,265442562,433,498,26248,23991,12772617.65,34.95666667,798288.6031,9,5,0,summer
2022-07-31,Barisal,Gas,725774916,1069,1238,11563.57,11563.57,91315730.56,33.79666667,724728020.3,7,0,0,summer
2022-07-31,Rajshahi,Gas/HSD,540065151,954,1128,42372.9,39483.9,257673591.5,34.76,2712353.594,8,4,0,summer
2022-07-31,Barisal,HFO,725774916,1069,1238,11563.57,11563.57,287724836.6,33.79666667,4795413.943,7,2,0,summer
2022-07-31,Dhaka,HFO,1216189212,2160,2511,129653.1696,125138.22,5347960479,34.26333333,89132674.66,1,2,0,summer
2022-07-31,Cumilla,Gas,876463713,1469,1630,37901,35309,836151443.2,34.07,6636122565,3,0,0,summer
2022-07-31,Rangpur,Coal,265442562,433,498,26248,23991,777410994,34.95666667,41156810.52,9,1,0,summer
2022-07-31,Khulna,Gas,403712517,833,911,49254.4,46366.4,203711155.2,33.88333333,1616755200,6,0,0,summer
2022-07-31,Cumilla,HFO,876463713,1469,1630,37901,35309,1928212985,34.07,32136883.09,3,2,0,summer
2022-07-31,Mymensingh,HFO,279948950,497,548,32048,28970,2445749631,34.54666667,40762493.85,4,2,0,summer
2022-07-31,Sylhet,Gas,684252019,1122,1158,15589.81746,14880,747408297.1,34.95666667,5931811881,5,0,0,summer
2022-07-31,Barisal,Coal,725774916,1069,1238,11563.57,11563.57,5658686351,33.79666667,299575750.5,7,1,0,summer
2022-07-31,Rajshahi,Solar,540065151,954,1128,42372.9,39483.9,9722980.8,34.76,607686.3,8,5,0,summer
2022-07-31,Rajshahi,HFO,540065151,954,1128,42372.9,39483.9,3343168631,34.76,55719477.18,8,2,0,summer
2022-07-31,Rajshahi,HSD,211193467,954,1128,15502.3,14803.3,255772893.4,34.99090909,3197161.168,8,3,0,summer
2022-07-31,Dhaka,Gas,1216189212,2160,2511,129653.1696,125138.22,915923570.4,34.26333333,7269234685,1,0,0,summer
2022-07-31,Cumilla,HSD,353588052,1469,1630,15185.5,14404.5,378958141.4,33.775,4736976.768,3,3,0,summer
2022-07-31,Mymensingh,Gas,279948950,497,548,32048,28970,91488844.8,34.54666667,726101942.9,4,0,0,summer
2022-07-31,Rangpur,HFO,265442562,433,498,26248,23991,1616390036,34.95666667,26939833.93,9,2,0,summer
2022-07-31,Dhaka,Solar,1216189212,2160,2511,129653.1696,125138.22,72701744.6,34.26333333,4543859.038,1,5,0,summer
2022-07-31,Rangpur,HSD,63086698,433,498,5876,5403,63496550,35.52857143,793706.875,9,3,0,summer
2022-07-31,Mymensingh,Solar,279948950,497,548,32048,28970,127001690.7,34.54666667,7937605.669,4,5,0,summer
2022-07-31,Khulna,HSD,200167036,833,911,19633,18691,911896191.9,33.75,11398702.4,6,3,0,summer
2022-07-31,Chattogram,HFO,676224176,1124,1359,37854.96882,36528.79,6954416738,33.3,115906945.6,2,2,0,summer
2022-07-31,Chattogram,Gas,676224176,1124,1359,37854.96882,36528.79,207944226.7,33.3,1650351006,2,0,0,summer
2022-07-31,Khulna,HFO,403712517,833,911,49254.4,46366.4,2166687770,33.88333333,36111462.84,6,2,0,summer
